%OpenBCI Raw EEG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
26.0, -13378.480181512856, -12721.94239162712, -8291.73723360744, -13883.27197829151, -13092.981349585218, -9820.104815972427, -12266.749115794793, -9718.806710100975, -12668.052335745375, -14838.049094444406, -11856.259328873079, -9701.640570359299, -9526.894632207708, -13116.987123130219, -13141.998725175707, -19657.867510064545, 0.014, -0.026000000000000002, 0.99, 192.0, 0.0, 56.0, 127.5, 24.0, 15.0, 120.0, 0.0, 0.0, 0.0, 1.644586744778284E9, 0.0, 2022-02-12 00:39:04.778
28.0, -13347.746532886807, -12686.380766198727, -8277.879152045149, -13883.473143991607, -13084.465334947747, -9809.599496078432, -12270.57126409665, -9700.008893014061, -12632.244841127973, -14784.78488740741, -11814.819194652939, -9657.585282037888, -9464.488561688491, -13077.223369744226, -13099.530410710622, -19650.22321346083, 0.014, -0.026000000000000002, 0.99, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.644586744778289E9, 0.0, 2022-02-12 00:39:04.778
0.0, -7008.255363494798, -6804.385102317942, -4471.757050962097, -6952.3536506120745, -7156.872112378134, -5287.23809566952, -6484.28576997349, -5154.9381202385575, -6333.25503268898, -7417.851080638299, -5931.951812738396, -4850.619119479552, -4768.185885928379, -6554.716116752162, -6572.3963466163095, -9829.80547306603, 0.012, -0.024, 0.99, 192.0, 0.0, 48.0, 127.5, 32.0, 15.0, 120.0, 0.0, 0.0, 0.0, 1.644586744892599E9, 0.0, 2022-02-12 00:39:04.892
2.0, -14022.366884036886, -13626.338675777755, -8948.789113615647, -13922.767510744037, -14329.613963319536, -10594.481002626539, -12966.559882946001, -10312.08906317819, -13238.021819355705, -15389.153705734458, -12579.047689324343, -10350.109380496668, -10691.174649140197, -13904.953170413159, -13774.217817094066, -19866.431637577014, 0.012, -0.024, 0.99, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.644586744900177E9, 0.0, 2022-02-12 00:39:04.900
4.0, -14016.644837456328, -13598.533105675353, -8943.849378091023, -13911.435176305196, -14332.631448821003, -10586.792002533914, -12963.654156166811, -10299.013292671836, -13218.799319124142, -15358.241243152768, -12575.87374161169, -10351.137560741612, -10687.68777700517, -13914.095033895379, -13755.82233140735, -19852.059465892253, 0.012, -0.024, 0.99, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.644586744906607E9, 0.0, 2022-02-12 00:39:04.906
6.0, -14009.313465274987, -13592.83341083925, -8958.623881175981, -13904.84141169088, -14343.941431515388, -10602.639389352726, -12972.326633015471, -10326.818862774237, -13214.060749299617, -15382.626996353507, -12586.58022720578, -10375.00922381988, -10702.998721957056, -13905.914295424736, -13766.841741423816, -19853.46762579294, 0.012, -0.025, 0.992, 192.0, 0.0, 48.0, 127.5, 24.0, 15.5, 8.0, 0.0, 0.0, 0.0, 1.644586744914758E9, 0.0, 2022-02-12 00:39:04.914
8.0, -14007.994712352123, -13606.222105767978, -8963.116581811499, -13914.854993206858, -14368.505998671772, -10625.43816869714, -12982.340214531449, -10311.194993399977, -13205.544734662144, -15373.194560193368, -12594.023358109398, -10364.705069625983, -10696.986102698578, -13923.907449711258, -13769.546302502908, -19846.091550122685, 0.012, -0.025, 0.992, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.644586744921632E9, 0.0, 2022-02-12 00:39:04.921
10.0, -14014.588476966439, -13628.327981034277, -8967.408116746918, -13880.723879423605, -14356.03372526571, -10609.367264433773, -12965.486999212146, -10318.638124303596, -13207.176412007382, -15363.538606588676, -12582.579264948281, -10357.843084078204, -10703.26694289052, -13924.488595067096, -13760.650308209695, -19836.100320351165, 0.012, -0.025, 0.992, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.644586744936307E9, 0.0, 2022-02-12 00:39:04.936
12.0, -14003.032625083046, -13595.78384110735, -8977.600512218538, -13893.196152829667, -14372.574016162636, -10617.726816860059, -12975.165304561295, -10321.745016782883, -13209.724510875287, -15366.556092090143, -12587.966035362011, -10372.774049374348, -10712.699379050659, -13934.993914961091, -13768.451067024598, -19832.07700634921, 0.012, -0.025, 0.992, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.644586744944546E9, 0.0, 2022-02-12 00:39:04.944
14.0, -13969.259139211075, -13583.73625084594, -8972.951349371833, -13875.582978198885, -14376.574978420136, -10621.14663376172, -12974.382993505358, -10321.208574915956, -13179.594359349532, -15322.433748535366, -12597.420823266606, -10375.545665686806, -10735.40875141725, -13933.541051571496, -13761.097343098802, -19819.269456776317, 0.012, -0.025, 0.992, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.644586744952249E9, 0.0, 2022-02-12 00:39:04.952
